GID,LBL,VAL
다마3370,"128.00",128.0000000000
다마3371,"276.00",276.0000000000
다마3372,"163.00",163.0000000000
다마3373,"22.00",22.0000000000
다마3374,"264.00",264.0000000000
다마3375,"243.00",243.0000000000
다마3376,"88.00",88.0000000000
다마3377,"582.00",582.0000000000
다마3378,"475.00",475.0000000000
다마3379,"50.00",50.0000000000
다마3380,"9.00",9.0000000000
다마3381,"21.00",21.0000000000
다마3382,"74.00",74.0000000000
다마3383,"54.00",54.0000000000
다마3384,"147.00",147.0000000000
다마3385,"69.00",69.0000000000
다마3386,"161.00",161.0000000000
다마3387,"71.00",71.0000000000
다마3388,"71.00",71.0000000000
다마3389,"39.00",39.0000000000
다마3390,"32.00",32.0000000000
다마3391,"36.00",36.0000000000
다마3392,"36.00",36.0000000000
다마3393,"113.00",113.0000000000
다마3394,"56.00",56.0000000000
다마3395,"58.00",58.0000000000
다마3396,"77.00",77.0000000000
다마3397,"24.00",24.0000000000
다마3398,"41.00",41.0000000000
다마3399,"140.00",140.0000000000
다마3400,"4154.00",4154.0000000000
다마3401,"1162.00",1162.0000000000
다마3402,"133.00",133.0000000000
다마3403,"29.00",29.0000000000
다마3404,"110.00",110.0000000000
다마3405,"134.00",134.0000000000
다마3406,"71.00",71.0000000000
다마3407,"58.00",58.0000000000
다마3408,"33.00",33.0000000000
다마3409,"57.00",57.0000000000
다마3410,"40.00",40.0000000000
다마3411,"16.00",16.0000000000
다마3412,"4.00",4.0000000000
다마3413,"41.00",41.0000000000
다마3414,"33.00",33.0000000000
다마3415,"50.00",50.0000000000
다마3416,"170.00",170.0000000000
다마3417,"2.00",2.0000000000
다마3418,"1.00",1.0000000000
다마3419,,0.0000000000
다마3420,"2.00",2.0000000000
다마3421,"81.00",81.0000000000
다마3422,,0.0000000000
다마3423,"50.00",50.0000000000
다마3424,"75.00",75.0000000000
다마3425,"23.00",23.0000000000
다마3426,"93.00",93.0000000000
다마3427,"58.00",58.0000000000
다마3428,"94.00",94.0000000000
다마3429,"161.00",161.0000000000
다마3430,"81.00",81.0000000000
다마3431,"46.00",46.0000000000
다마3432,"82.00",82.0000000000
다마3433,"67.00",67.0000000000
다마3434,"166.00",166.0000000000
다마3435,"81.00",81.0000000000
다마3436,"269.00",269.0000000000
다마3437,"25.00",25.0000000000
다마3438,"66.00",66.0000000000
다마3439,"98.00",98.0000000000
다마3440,"143.00",143.0000000000
다마3441,"162.00",162.0000000000
다마3442,"66.00",66.0000000000
다마3443,"66.00",66.0000000000
다마3444,"49.00",49.0000000000
다마3445,"54.00",54.0000000000
다마3446,"63.00",63.0000000000
다마3447,"82.00",82.0000000000
다마3448,"27.00",27.0000000000
다마3449,"107.00",107.0000000000
다마3450,"73.00",73.0000000000
다마3451,"5.00",5.0000000000
다마3452,"11.00",11.0000000000
다마3453,,0.0000000000
다마3454,"1.00",1.0000000000
다마3455,,0.0000000000
다마3456,"1.00",1.0000000000
다마3457,"57.00",57.0000000000
다마3458,"51.00",51.0000000000
다마3459,"57.00",57.0000000000
다마3460,"80.00",80.0000000000
다마3461,"91.00",91.0000000000
다마3462,"60.00",60.0000000000
다마3463,,0.0000000000
다마3464,,0.0000000000
다마3465,,0.0000000000
다마3466,"13.00",13.0000000000
다마3467,"53.00",53.0000000000
다마3468,"5.00",5.0000000000
다마3469,"281.00",281.0000000000
다마3470,"165.00",165.0000000000
다마3471,"273.00",273.0000000000
다마3472,"109.00",109.0000000000
다마3473,"11.00",11.0000000000
다마3474,"248.00",248.0000000000
다마3475,"195.00",195.0000000000
다마3476,"146.00",146.0000000000
다마3477,"203.00",203.0000000000
다마3478,"196.00",196.0000000000
다마3479,"215.00",215.0000000000
다마3480,"104.00",104.0000000000
다마3481,"4.00",4.0000000000
다마3482,"4.00",4.0000000000
다마3483,"123.00",123.0000000000
다마3484,"61.00",61.0000000000
다마3485,"8.00",8.0000000000
다마3486,"126.00",126.0000000000
다마3487,"33.00",33.0000000000
다마3488,"84.00",84.0000000000
다마3489,"72.00",72.0000000000
다마3490,"97.00",97.0000000000
다마3491,"80.00",80.0000000000
다마3492,"27.00",27.0000000000
다마3493,"20.00",20.0000000000
다마3494,"73.00",73.0000000000
다마3495,"75.00",75.0000000000
다마3496,"100.00",100.0000000000
다마3497,"12.00",12.0000000000
다마3498,"23.00",23.0000000000
다마3499,"29.00",29.0000000000
다마3500,"1303.00",1303.0000000000
다마3501,"1779.00",1779.0000000000
다마3502,"115.00",115.0000000000
다마3503,"25.00",25.0000000000
다마3504,"8.00",8.0000000000
다마3505,"45.00",45.0000000000
다마3506,,0.0000000000
다마3507,"19.00",19.0000000000
다마3508,"65.00",65.0000000000
다마3509,"130.00",130.0000000000
다마3510,"56.00",56.0000000000
다마3511,"9.00",9.0000000000
다마3512,"32.00",32.0000000000
다마3513,"54.00",54.0000000000
다마3514,"68.00",68.0000000000
다마3515,"75.00",75.0000000000
다마3516,"101.00",101.0000000000
다마3517,"5.00",5.0000000000
다마3518,"37.00",37.0000000000
다마3519,,0.0000000000
다마3520,"8.00",8.0000000000
다마3521,"70.00",70.0000000000
다마3522,"59.00",59.0000000000
다마3523,"204.00",204.0000000000
다마3524,"87.00",87.0000000000
다마3525,"13.00",13.0000000000
다마3526,"62.00",62.0000000000
다마3527,"133.00",133.0000000000
다마3528,"71.00",71.0000000000
다마3529,"122.00",122.0000000000
다마3530,"25.00",25.0000000000
다마3531,"55.00",55.0000000000
다마3532,"162.00",162.0000000000
다마3533,"198.00",198.0000000000
다마3534,"2.00",2.0000000000
다마3535,"2.00",2.0000000000
다마3536,"27.00",27.0000000000
다마3537,"23.00",23.0000000000
다마3538,"3.00",3.0000000000
다마3539,"84.00",84.0000000000
다마3540,"191.00",191.0000000000
다마3541,"91.00",91.0000000000
다마3542,"26.00",26.0000000000
다마3543,"118.00",118.0000000000
다마3544,"114.00",114.0000000000
다마3545,"253.00",253.0000000000
다마3546,"83.00",83.0000000000
다마3547,"50.00",50.0000000000
다마3548,"102.00",102.0000000000
다마3549,"35.00",35.0000000000
다마3550,"22.00",22.0000000000
다마3551,"18.00",18.0000000000
다마3552,"65.00",65.0000000000
다마3553,"53.00",53.0000000000
다마3554,"76.00",76.0000000000
다마3555,"77.00",77.0000000000
다마3556,,0.0000000000
다마3557,"256.00",256.0000000000
다마3558,"33.00",33.0000000000
다마3559,"120.00",120.0000000000
다마3560,"39.00",39.0000000000
다마3561,"68.00",68.0000000000
다마3562,"59.00",59.0000000000
다마3563,,0.0000000000
다마3564,,0.0000000000
다마3565,,0.0000000000
다마3566,,0.0000000000
다마3567,"7.00",7.0000000000
다마3568,"87.00",87.0000000000
다마3569,"30.00",30.0000000000
다마3570,"61.00",61.0000000000
다마3571,"32.00",32.0000000000
다마3572,"18.00",18.0000000000
다마3573,"101.00",101.0000000000
다마3574,"87.00",87.0000000000
다마3575,"204.00",204.0000000000
다마3576,"213.00",213.0000000000
다마3577,"264.00",264.0000000000
다마3578,"84.00",84.0000000000
다마3579,"29.00",29.0000000000
다마3580,"13.00",13.0000000000
다마3581,"26.00",26.0000000000
다마3582,"138.00",138.0000000000
다마3583,"52.00",52.0000000000
다마3584,"82.00",82.0000000000
다마3585,"41.00",41.0000000000
다마3586,"75.00",75.0000000000
다마3587,"47.00",47.0000000000
다마3588,"41.00",41.0000000000
다마3589,"62.00",62.0000000000
다마3590,"12.00",12.0000000000
다마3591,"38.00",38.0000000000
다마3592,"28.00",28.0000000000
다마3593,"38.00",38.0000000000
다마3594,"46.00",46.0000000000
다마3595,"36.00",36.0000000000
다마3596,"74.00",74.0000000000
다마3597,"75.00",75.0000000000
다마3598,"17.00",17.0000000000
다마3599,"17.00",17.0000000000
다마3600,"30.00",30.0000000000
다마3601,"296.00",296.0000000000
다마3602,"74.00",74.0000000000
다마3603,"1156.00",1156.0000000000
다마3604,"35.00",35.0000000000
다마3605,,0.0000000000
다마3606,,0.0000000000
다마3607,"110.00",110.0000000000
다마3608,"86.00",86.0000000000
다마3609,"130.00",130.0000000000
다마3610,"109.00",109.0000000000
다마3611,"59.00",59.0000000000
다마3612,"100.00",100.0000000000
다마3613,"36.00",36.0000000000
다마3614,"40.00",40.0000000000
다마3615,"67.00",67.0000000000
다마3616,"109.00",109.0000000000
다마3617,"47.00",47.0000000000
다마3618,"30.00",30.0000000000
다마3619,,0.0000000000
다마3620,"31.00",31.0000000000
다마3621,"111.00",111.0000000000
다마3622,"83.00",83.0000000000
다마3623,"174.00",174.0000000000
다마3624,"35.00",35.0000000000
다마3625,"129.00",129.0000000000
다마3626,"12.00",12.0000000000
다마3627,"9.00",9.0000000000
다마3628,"41.00",41.0000000000
다마3629,"60.00",60.0000000000
다마3630,"67.00",67.0000000000
다마3631,"31.00",31.0000000000
다마3632,"62.00",62.0000000000
다마3633,"14.00",14.0000000000
다마3634,,0.0000000000
다마3635,,0.0000000000
다마3636,"13.00",13.0000000000
다마3637,"29.00",29.0000000000
다마3638,"24.00",24.0000000000
다마3639,"35.00",35.0000000000
다마3640,"33.00",33.0000000000
다마3641,"22.00",22.0000000000
다마3642,"76.00",76.0000000000
다마3643,"80.00",80.0000000000
다마3644,"34.00",34.0000000000
다마3645,"71.00",71.0000000000
다마3646,"60.00",60.0000000000
다마3647,"87.00",87.0000000000
다마3648,"97.00",97.0000000000
다마3649,"18.00",18.0000000000
다마3650,"38.00",38.0000000000
다마3651,"40.00",40.0000000000
다마3652,"94.00",94.0000000000
다마3653,"41.00",41.0000000000
다마3654,"120.00",120.0000000000
다마3655,"80.00",80.0000000000
다마3656,"19.00",19.0000000000
다마3657,"57.00",57.0000000000
다마3658,"65.00",65.0000000000
다마3659,"115.00",115.0000000000
다마3660,"106.00",106.0000000000
다마3661,"26.00",26.0000000000
다마3662,"91.00",91.0000000000
다마3663,"5.00",5.0000000000
다마3664,,0.0000000000
다마3665,"61.00",61.0000000000
다마3666,,0.0000000000
다마3667,,0.0000000000
다마3668,"130.00",130.0000000000
다마3669,"24.00",24.0000000000
다마3670,"89.00",89.0000000000
다마3671,"10.00",10.0000000000
다마3672,"182.00",182.0000000000
다마3673,"641.00",641.0000000000
다마3674,"258.00",258.0000000000
다마3675,"131.00",131.0000000000
다마3676,"113.00",113.0000000000
다마3677,"314.00",314.0000000000
다마3678,"108.00",108.0000000000
다마3679,"112.00",112.0000000000
다마3680,"184.00",184.0000000000
다마3681,"8.00",8.0000000000
다마3682,,0.0000000000
다마3683,"63.00",63.0000000000
다마3684,"52.00",52.0000000000
다마3685,"80.00",80.0000000000
다마3686,"81.00",81.0000000000
다마3687,"47.00",47.0000000000
다마3688,"151.00",151.0000000000
다마3689,"95.00",95.0000000000
다마3690,"75.00",75.0000000000
다마3691,"166.00",166.0000000000
다마3692,"9.00",9.0000000000
다마3693,"6.00",6.0000000000
다마3694,"56.00",56.0000000000
다마3695,"52.00",52.0000000000
다마3696,"38.00",38.0000000000
다마3697,"3.00",3.0000000000
다마3698,"28.00",28.0000000000
다마3699,"39.00",39.0000000000
다마3700,,0.0000000000
다마3701,,0.0000000000
다마3702,"299.00",299.0000000000
다마3703,"187.00",187.0000000000
다마3704,"96.00",96.0000000000
다마3705,"105.00",105.0000000000
다마3706,"110.00",110.0000000000
다마3707,"41.00",41.0000000000
다마3708,"61.00",61.0000000000
다마3709,"78.00",78.0000000000
다마3710,"24.00",24.0000000000
다마3711,"1.00",1.0000000000
다마3712,"56.00",56.0000000000
다마3713,"105.00",105.0000000000
다마3714,"279.00",279.0000000000
다마3715,"329.00",329.0000000000
다마3716,"58.00",58.0000000000
다마3717,"81.00",81.0000000000
다마3718,"27.00",27.0000000000
다마3719,,0.0000000000
다마3720,,0.0000000000
다마3721,,0.0000000000
다마3722,"141.00",141.0000000000
다마3723,"140.00",140.0000000000
다마3724,"68.00",68.0000000000
다마3725,"539.00",539.0000000000
다마3726,"19.00",19.0000000000
다마3727,"102.00",102.0000000000
다마3728,"22.00",22.0000000000
다마3729,"84.00",84.0000000000
다마3730,"122.00",122.0000000000
다마3731,"100.00",100.0000000000
다마3732,"29.00",29.0000000000
다마3733,"36.00",36.0000000000
다마3734,"78.00",78.0000000000
다마3735,"121.00",121.0000000000
다마3736,"96.00",96.0000000000
다마3737,"84.00",84.0000000000
다마3738,"137.00",137.0000000000
다마3739,"21.00",21.0000000000
다마3740,"183.00",183.0000000000
다마3741,"85.00",85.0000000000
다마3742,"7.00",7.0000000000
다마3743,"132.00",132.0000000000
다마3744,"87.00",87.0000000000
다마3745,"117.00",117.0000000000
다마3746,"51.00",51.0000000000
다마3747,"203.00",203.0000000000
다마3748,"30.00",30.0000000000
다마3749,"36.00",36.0000000000
다마3750,"75.00",75.0000000000
다마3751,"95.00",95.0000000000
다마3752,"127.00",127.0000000000
다마3753,"48.00",48.0000000000
다마3754,"136.00",136.0000000000
다마3755,"13.00",13.0000000000
다마3756,"85.00",85.0000000000
다마3757,"76.00",76.0000000000
다마3758,"142.00",142.0000000000
다마3759,"28.00",28.0000000000
다마3760,"25.00",25.0000000000
다마3761,"143.00",143.0000000000
다마3762,"286.00",286.0000000000
다마3763,"234.00",234.0000000000
다마3764,"9.00",9.0000000000
다마3765,"116.00",116.0000000000
다마3766,"82.00",82.0000000000
다마3767,,0.0000000000
다마3768,"83.00",83.0000000000
다마3769,"14.00",14.0000000000
다마3770,"59.00",59.0000000000
다마3771,"50.00",50.0000000000
다마3772,"1345.00",1345.0000000000
다마3773,"235.00",235.0000000000
다마3774,"26.00",26.0000000000
다마3775,"12.00",12.0000000000
다마3776,"25.00",25.0000000000
다마3777,"66.00",66.0000000000
다마3778,"56.00",56.0000000000
다마3779,"132.00",132.0000000000
다마3780,"25.00",25.0000000000
다마3781,,0.0000000000
다마3782,"55.00",55.0000000000
다마3783,"67.00",67.0000000000
다마3784,"133.00",133.0000000000
다마3785,"108.00",108.0000000000
다마3786,"18.00",18.0000000000
다마3787,"598.00",598.0000000000
다마3788,"231.00",231.0000000000
다마3789,"100.00",100.0000000000
다마3790,"28.00",28.0000000000
다마3791,"63.00",63.0000000000
다마3792,"60.00",60.0000000000
다마3793,"80.00",80.0000000000
다마3794,"39.00",39.0000000000
다마3795,"37.00",37.0000000000
다마3796,"39.00",39.0000000000
다마3797,"23.00",23.0000000000
다마3798,"25.00",25.0000000000
다마3799,"50.00",50.0000000000
다마3800,,0.0000000000
다마3801,,0.0000000000
다마3802,"52.00",52.0000000000
다마3803,"26.00",26.0000000000
다마3804,"63.00",63.0000000000
다마3805,"229.00",229.0000000000
다마3806,"22.00",22.0000000000
다마3807,,0.0000000000
다마3808,,0.0000000000
다마3809,"5.00",5.0000000000
다마3810,"2.00",2.0000000000
다마3811,"34.00",34.0000000000
다마3812,"62.00",62.0000000000
다마3813,"156.00",156.0000000000
다마3814,"51.00",51.0000000000
다마3815,"73.00",73.0000000000
다마3816,"65.00",65.0000000000
다마3817,"4.00",4.0000000000
다마3818,,0.0000000000
다마3819,,0.0000000000
다마3820,,0.0000000000
다마3821,,0.0000000000
다마3822,,0.0000000000
다마3823,"80.00",80.0000000000
다마3824,"81.00",81.0000000000
다마3825,"145.00",145.0000000000
다마3826,"65.00",65.0000000000
다마3827,"13.00",13.0000000000
다마3828,"91.00",91.0000000000
다마3829,"135.00",135.0000000000
다마3830,"106.00",106.0000000000
다마3831,"129.00",129.0000000000
다마3832,"143.00",143.0000000000
다마3833,"221.00",221.0000000000
다마3834,"23.00",23.0000000000
다마3835,"27.00",27.0000000000
다마3836,"55.00",55.0000000000
다마3837,"100.00",100.0000000000
다마3838,"16.00",16.0000000000
다마3839,"82.00",82.0000000000
다마3840,"53.00",53.0000000000
다마3841,"73.00",73.0000000000
다마3842,"29.00",29.0000000000
다마3843,"48.00",48.0000000000
다마3844,"50.00",50.0000000000
다마3845,"6.00",6.0000000000
다마3846,"51.00",51.0000000000
다마3847,"68.00",68.0000000000
다마3848,"66.00",66.0000000000
다마3849,"129.00",129.0000000000
다마3850,"62.00",62.0000000000
다마3851,"50.00",50.0000000000
다마3852,"130.00",130.0000000000
다마3853,"59.00",59.0000000000
다마3854,"111.00",111.0000000000
다마3855,"72.00",72.0000000000
다마3856,"95.00",95.0000000000
다마3857,"30.00",30.0000000000
다마3858,"38.00",38.0000000000
다마3859,"104.00",104.0000000000
다마3860,"38.00",38.0000000000
다마3861,"371.00",371.0000000000
다마3862,"633.00",633.0000000000
다마3863,"48.00",48.0000000000
다마3864,"51.00",51.0000000000
다마3865,"71.00",71.0000000000
다마3866,,0.0000000000
다마3867,,0.0000000000
다마3868,"13.00",13.0000000000
다마3869,"116.00",116.0000000000
다마3870,"22.00",22.0000000000
다마3871,"68.00",68.0000000000
다마3872,"928.00",928.0000000000
다마3873,"163.00",163.0000000000
다마3874,"87.00",87.0000000000
다마3875,"143.00",143.0000000000
다마3876,"158.00",158.0000000000
다마3877,"60.00",60.0000000000
다마3878,"58.00",58.0000000000
다마3879,"72.00",72.0000000000
다마3880,"187.00",187.0000000000
다마3881,"1.00",1.0000000000
다마3882,,0.0000000000
다마3883,,0.0000000000
다마3884,"39.00",39.0000000000
다마3885,"168.00",168.0000000000
다마3886,"40.00",40.0000000000
다마3887,"92.00",92.0000000000
다마3888,"38.00",38.0000000000
다마3889,"68.00",68.0000000000
다마3890,"67.00",67.0000000000
다마3891,"5.00",5.0000000000
다마3892,"78.00",78.0000000000
다마3893,"31.00",31.0000000000
다마3894,"35.00",35.0000000000
다마3895,"3.00",3.0000000000
다마3896,"8.00",8.0000000000
다마3897,"24.00",24.0000000000
다마3898,"55.00",55.0000000000
다마3899,"24.00",24.0000000000
다마3900,,0.0000000000
다마3901,,0.0000000000
다마3902,"20.00",20.0000000000
다마3903,,0.0000000000
다마3904,"17.00",17.0000000000
다마3905,"120.00",120.0000000000
다마3906,"15.00",15.0000000000
다마3907,,0.0000000000
다마3908,,0.0000000000
다마3909,,0.0000000000
다마3910,"28.00",28.0000000000
다마3911,"34.00",34.0000000000
다마3912,"2.00",2.0000000000
다마3913,"4.00",4.0000000000
다마3914,,0.0000000000
다마3915,,0.0000000000
다마3916,,0.0000000000
다마3917,"6.00",6.0000000000
다마3918,"5.00",5.0000000000
다마3919,,0.0000000000
다마3920,,0.0000000000
다마3921,,0.0000000000
다마3922,"1.00",1.0000000000
다마3923,"145.00",145.0000000000
다마3924,"26.00",26.0000000000
다마3925,"53.00",53.0000000000
다마3926,"53.00",53.0000000000
다마3927,"68.00",68.0000000000
다마3928,"232.00",232.0000000000
다마3929,"117.00",117.0000000000
다마3930,"1069.00",1069.0000000000
다마3931,"44.00",44.0000000000
다마3932,"878.00",878.0000000000
다마3933,"90.00",90.0000000000
다마3934,"42.00",42.0000000000
다마3935,"88.00",88.0000000000
다마3936,"89.00",89.0000000000
다마3937,"38.00",38.0000000000
다마3938,"61.00",61.0000000000
다마3939,"47.00",47.0000000000
다마3940,"114.00",114.0000000000
다마3941,"38.00",38.0000000000
다마3942,"46.00",46.0000000000
다마3943,"38.00",38.0000000000
다마3944,"53.00",53.0000000000
다마3945,"67.00",67.0000000000
다마3946,"49.00",49.0000000000
다마3947,"114.00",114.0000000000
다마3948,"9.00",9.0000000000
다마3949,"40.00",40.0000000000
다마3950,"17.00",17.0000000000
다마3951,"8.00",8.0000000000
다마3952,"107.00",107.0000000000
다마3953,"86.00",86.0000000000
다마3954,"119.00",119.0000000000
다마3955,"17.00",17.0000000000
다마3956,"6.00",6.0000000000
다마3957,"32.00",32.0000000000
다마3958,"228.00",228.0000000000
다마3959,"74.00",74.0000000000
다마3960,"20.00",20.0000000000
다마3961,"42.00",42.0000000000
다마3962,"63.00",63.0000000000
다마3963,"74.00",74.0000000000
다마3964,"91.00",91.0000000000
다마3965,"47.00",47.0000000000
다마3966,"188.00",188.0000000000
다마3967,"2.00",2.0000000000
다마3968,"35.00",35.0000000000
다마3969,"78.00",78.0000000000
다마3970,"115.00",115.0000000000
다마3971,"115.00",115.0000000000
다마3972,"79.00",79.0000000000
다마3973,"143.00",143.0000000000
다마3974,"64.00",64.0000000000
다마3975,"121.00",121.0000000000
다마3976,"97.00",97.0000000000
다마3977,"29.00",29.0000000000
다마3978,"115.00",115.0000000000
다마3979,"108.00",108.0000000000
다마3980,"42.00",42.0000000000
다마3981,"300.00",300.0000000000
다마3982,,0.0000000000
다마3983,,0.0000000000
다마3984,"41.00",41.0000000000
다마3985,"48.00",48.0000000000
다마3986,"71.00",71.0000000000
다마3987,"28.00",28.0000000000
다마3988,"100.00",100.0000000000
다마3989,"91.00",91.0000000000
다마3990,"47.00",47.0000000000
다마3991,"64.00",64.0000000000
다마3992,"49.00",49.0000000000
다마3993,"64.00",64.0000000000
다마3994,"10.00",10.0000000000
다마3995,"31.00",31.0000000000
다마3996,"55.00",55.0000000000
다마3997,"9.00",9.0000000000
다마3998,"89.00",89.0000000000
다마3999,"35.00",35.0000000000
다마4000,,0.0000000000
다마4001,,0.0000000000
다마4002,"25.00",25.0000000000
다마4003,,0.0000000000
다마4004,,0.0000000000
다마4005,"11.00",11.0000000000
다마4006,"49.00",49.0000000000
다마4007,,0.0000000000
다마4008,,0.0000000000
다마4009,,0.0000000000
다마4010,,0.0000000000
다마4011,,0.0000000000
다마4012,,0.0000000000
다마4013,"15.00",15.0000000000
다마4014,"304.00",304.0000000000
다마4015,"3.00",3.0000000000
다마4016,"1.00",1.0000000000
다마4017,"15.00",15.0000000000
다마4018,"27.00",27.0000000000
다마4019,,0.0000000000
다마4020,,0.0000000000
다마4021,,0.0000000000
다마4022,"48.00",48.0000000000
다마4023,"386.00",386.0000000000
다마4024,"237.00",237.0000000000
다마4025,"106.00",106.0000000000
다마4026,"194.00",194.0000000000
다마4027,"70.00",70.0000000000
다마4028,"119.00",119.0000000000
다마4029,"1641.00",1641.0000000000
다마4030,"4447.00",4447.0000000000
다마4031,"1026.00",1026.0000000000
다마4032,"40.00",40.0000000000
다마4033,"213.00",213.0000000000
다마4034,"195.00",195.0000000000
다마4035,"122.00",122.0000000000
다마4036,"211.00",211.0000000000
다마4037,"187.00",187.0000000000
다마4038,"60.00",60.0000000000
다마4039,"107.00",107.0000000000
다마4040,"241.00",241.0000000000
다마4041,"166.00",166.0000000000
다마4042,"256.00",256.0000000000
다마4043,"46.00",46.0000000000
다마4044,"26.00",26.0000000000
다마4045,"29.00",29.0000000000
다마4046,"130.00",130.0000000000
다마4047,"190.00",190.0000000000
다마4048,"156.00",156.0000000000
다마4049,"52.00",52.0000000000
다마4050,"158.00",158.0000000000
다마4051,"20.00",20.0000000000
다마4052,"90.00",90.0000000000
다마4053,"81.00",81.0000000000
다마4054,"92.00",92.0000000000
다마4055,"80.00",80.0000000000
다마4056,"164.00",164.0000000000
다마4057,,0.0000000000
다마4058,"125.00",125.0000000000
다마4059,"97.00",97.0000000000
다마4060,"30.00",30.0000000000
다마4061,"29.00",29.0000000000
다마4062,"96.00",96.0000000000
다마4063,"67.00",67.0000000000
다마4064,"63.00",63.0000000000
다마4065,"87.00",87.0000000000
다마4066,"51.00",51.0000000000
다마4067,"118.00",118.0000000000
다마4068,"193.00",193.0000000000
다마4069,"94.00",94.0000000000
다마4070,"10.00",10.0000000000
다마4071,"80.00",80.0000000000
다마4072,"67.00",67.0000000000
다마4073,"45.00",45.0000000000
다마4074,"98.00",98.0000000000
다마4075,"121.00",121.0000000000
다마4076,"93.00",93.0000000000
다마4077,"32.00",32.0000000000
다마4078,"63.00",63.0000000000
다마4079,"13.00",13.0000000000
다마4080,"2.00",2.0000000000
다마4081,"224.00",224.0000000000
다마4082,"93.00",93.0000000000
다마4083,"6.00",6.0000000000
다마4084,,0.0000000000
다마4085,"101.00",101.0000000000
다마4086,"133.00",133.0000000000
다마4087,"43.00",43.0000000000
다마4088,"24.00",24.0000000000
다마4089,"36.00",36.0000000000
다마4090,"37.00",37.0000000000
다마4091,"48.00",48.0000000000
다마4092,"47.00",47.0000000000
다마4093,"22.00",22.0000000000
다마4094,"1.00",1.0000000000
다마4095,"2.00",2.0000000000
다마4096,"20.00",20.0000000000
다마4097,"74.00",74.0000000000
다마4098,"28.00",28.0000000000
다마4099,"56.00",56.0000000000
다마4100,,0.0000000000
다마4101,,0.0000000000
다마4102,,0.0000000000
다마4103,,0.0000000000
다마4104,,0.0000000000
다마4105,"3.00",3.0000000000
다마4106,"7.00",7.0000000000
다마4107,"46.00",46.0000000000
다마4108,"63.00",63.0000000000
다마4109,"91.00",91.0000000000
다마4110,,0.0000000000
다마4111,,0.0000000000
다마4112,,0.0000000000
다마4113,"67.00",67.0000000000
다마4114,"35.00",35.0000000000
다마4115,"24.00",24.0000000000
다마4116,,0.0000000000
다마4117,,0.0000000000
다마4118,,0.0000000000
다마4119,,0.0000000000
다마4120,"2.00",2.0000000000
다마4121,,0.0000000000
다마4122,"7.00",7.0000000000
다마4123,"17.00",17.0000000000
다마4124,"14.00",14.0000000000
다마4125,"45.00",45.0000000000
다마4126,"98.00",98.0000000000
다마4127,"44.00",44.0000000000
다마4128,"17.00",17.0000000000
다마4129,"5346.00",5346.0000000000
다마4130,"4430.00",4430.0000000000
다마4131,"6235.00",6235.0000000000
다마4132,"6400.00",6400.0000000000
다마4133,"121.00",121.0000000000
다마4134,"43.00",43.0000000000
다마4135,"4.00",4.0000000000
다마4136,"1.00",1.0000000000
다마4137,"32.00",32.0000000000
다마4138,"147.00",147.0000000000
다마4139,"2.00",2.0000000000
다마4140,"18.00",18.0000000000
다마4141,"252.00",252.0000000000
다마4142,,0.0000000000
다마4143,"8.00",8.0000000000
다마4144,"29.00",29.0000000000
다마4145,"59.00",59.0000000000
다마4146,"98.00",98.0000000000
다마4147,"75.00",75.0000000000
다마4148,"163.00",163.0000000000
다마4149,"30.00",30.0000000000
다마4150,"80.00",80.0000000000
다마4151,"111.00",111.0000000000
다마4152,"67.00",67.0000000000
다마4153,"57.00",57.0000000000
다마4154,"60.00",60.0000000000
다마4155,"136.00",136.0000000000
다마4156,"221.00",221.0000000000
다마4157,"22.00",22.0000000000
다마4158,"184.00",184.0000000000
다마4159,"90.00",90.0000000000
다마4160,"28.00",28.0000000000
다마4161,"122.00",122.0000000000
다마4162,"84.00",84.0000000000
다마4163,"33.00",33.0000000000
다마4164,"155.00",155.0000000000
다마4165,"126.00",126.0000000000
다마4166,"91.00",91.0000000000
다마4167,"174.00",174.0000000000
다마4168,"65.00",65.0000000000
다마4169,"15.00",15.0000000000
다마4170,"58.00",58.0000000000
다마4171,"213.00",213.0000000000
다마4172,"220.00",220.0000000000
다마4173,"62.00",62.0000000000
다마4174,"79.00",79.0000000000
다마4175,"52.00",52.0000000000
다마4176,"612.00",612.0000000000
다마4177,"121.00",121.0000000000
다마4178,"16.00",16.0000000000
다마4179,"26.00",26.0000000000
다마4180,"4.00",4.0000000000
다마4181,"24.00",24.0000000000
다마4182,"38.00",38.0000000000
다마4183,"148.00",148.0000000000
다마4184,,0.0000000000
다마4185,"49.00",49.0000000000
다마4186,"35.00",35.0000000000
다마4187,"113.00",113.0000000000
다마4188,"1.00",1.0000000000
다마4189,"44.00",44.0000000000
다마4190,"35.00",35.0000000000
다마4191,"109.00",109.0000000000
다마4192,"115.00",115.0000000000
다마4193,"10.00",10.0000000000
다마4194,"1.00",1.0000000000
다마4195,"43.00",43.0000000000
다마4196,"9.00",9.0000000000
다마4197,"8.00",8.0000000000
다마4198,"11.00",11.0000000000
다마4199,"42.00",42.0000000000
다마4200,,0.0000000000
다마4201,,0.0000000000
다마4202,"13.00",13.0000000000
다마4203,,0.0000000000
다마4204,"33.00",33.0000000000
다마4205,"35.00",35.0000000000
다마4206,"47.00",47.0000000000
다마4207,,0.0000000000
다마4208,"2.00",2.0000000000
다마4209,"95.00",95.0000000000
다마4210,,0.0000000000
다마4211,,0.0000000000
다마4212,"4.00",4.0000000000
