x,y,GID,LBL,VAL
1075000,1775000,라마77,"9991.00",9991.0000000000
1075000,1785000,라마78,"83876.00",83876.0000000000
1075000,1795000,라마79,"182374.00",182374.0000000000
1085000,1705000,라마80,"6651.00",6651.0000000000
1085000,1715000,라마81,"14408.00",14408.0000000000
1085000,1725000,라마82,"9991.00",9991.0000000000
1085000,1735000,라마83,"7041.00",7041.0000000000
1085000,1745000,라마84,"79314.00",79314.0000000000
1085000,1755000,라마85,"52390.00",52390.0000000000
1085000,1765000,라마86,"102511.00",102511.0000000000
1085000,1775000,라마87,"36291.00",36291.0000000000
1085000,1785000,라마88,"78100.00",78100.0000000000
1085000,1795000,라마89,"93959.00",93959.0000000000
1095000,1705000,라마90,"47889.00",47889.0000000000
1095000,1715000,라마91,"11691.00",11691.0000000000
1095000,1725000,라마92,"13130.00",13130.0000000000
1095000,1735000,라마93,"3432.00",3432.0000000000
1095000,1745000,라마94,"2501.00",2501.0000000000
1095000,1755000,라마95,"285265.00",285265.0000000000
1095000,1765000,라마96,"804590.00",804590.0000000000
1095000,1775000,라마97,"162884.00",162884.0000000000
1095000,1785000,라마98,"3065.00",3065.0000000000
1095000,1795000,라마99,"4413.00",4413.0000000000
1005000,1805000,라바00,"5601.00",5601.0000000000
1005000,1815000,라바01,"28548.00",28548.0000000000
1005000,1825000,라바02,"1441.00",1441.0000000000
1005000,1835000,라바03,"4909.00",4909.0000000000
1005000,1845000,라바04,"146061.00",146061.0000000000
1005000,1855000,라바05,"31199.00",31199.0000000000
1005000,1865000,라바06,"38029.00",38029.0000000000
1005000,1875000,라바07,"38223.00",38223.0000000000
1005000,1885000,라바08,"26612.00",26612.0000000000
1005000,1895000,라바09,"9392.00",9392.0000000000
1015000,1805000,라바10,"6219.00",6219.0000000000
1015000,1815000,라바11,"3048.00",3048.0000000000
1015000,1825000,라바12,"3127.00",3127.0000000000
1015000,1835000,라바13,"10770.00",10770.0000000000
1015000,1845000,라바14,"4160.00",4160.0000000000
1015000,1855000,라바15,"2688.00",2688.0000000000
1015000,1865000,라바16,"6239.00",6239.0000000000
1015000,1875000,라바17,"4543.00",4543.0000000000
1015000,1885000,라바18,"16242.00",16242.0000000000
1015000,1895000,라바19,"3723.00",3723.0000000000
1025000,1805000,라바20,"4423.00",4423.0000000000
1025000,1815000,라바21,"4080.00",4080.0000000000
1025000,1825000,라바22,"6243.00",6243.0000000000
1025000,1835000,라바23,"7793.00",7793.0000000000
1025000,1845000,라바24,"2067.00",2067.0000000000
1025000,1855000,라바25,"3398.00",3398.0000000000
1025000,1865000,라바26,"11046.00",11046.0000000000
1025000,1875000,라바27,"4487.00",4487.0000000000
1025000,1885000,라바28,"13134.00",13134.0000000000
1025000,1895000,라바29,"14265.00",14265.0000000000
1035000,1805000,라바30,"4439.00",4439.0000000000
1035000,1815000,라바31,"1775.00",1775.0000000000
1035000,1825000,라바32,"3183.00",3183.0000000000
1035000,1835000,라바33,"681.00",681.0000000000
1035000,1845000,라바34,"1132.00",1132.0000000000
1035000,1855000,라바35,"1089.00",1089.0000000000
1035000,1865000,라바36,"3672.00",3672.0000000000
1035000,1875000,라바37,"3808.00",3808.0000000000
1035000,1885000,라바38,"148555.00",148555.0000000000
1035000,1895000,라바39,"11756.00",11756.0000000000
1045000,1805000,라바40,"3331.00",3331.0000000000
1045000,1815000,라바41,"3767.00",3767.0000000000
1045000,1825000,라바42,"3355.00",3355.0000000000
1045000,1835000,라바43,"1544.00",1544.0000000000
1045000,1845000,라바44,"3048.00",3048.0000000000
1045000,1855000,라바45,"1356.00",1356.0000000000
1045000,1865000,라바46,"2501.00",2501.0000000000
1045000,1875000,라바47,"4160.00",4160.0000000000
1045000,1885000,라바48,"2845.00",2845.0000000000
1045000,1895000,라바49,"3264.00",3264.0000000000
1055000,1805000,라바50,"4494.00",4494.0000000000
1055000,1815000,라바51,"6438.00",6438.0000000000
1055000,1825000,라바52,"41410.00",41410.0000000000
1055000,1835000,라바53,"4647.00",4647.0000000000
1055000,1845000,라바54,"5154.00",5154.0000000000
1055000,1855000,라바55,"6578.00",6578.0000000000
1055000,1865000,라바56,"3781.00",3781.0000000000
1055000,1875000,라바57,"1574.00",1574.0000000000
1055000,1885000,라바58,"1580.00",1580.0000000000
1055000,1895000,라바59,"1766.00",1766.0000000000
1065000,1805000,라바60,"5207.00",5207.0000000000
1065000,1815000,라바61,"2267.00",2267.0000000000
1065000,1825000,라바62,"9268.00",9268.0000000000
1065000,1835000,라바63,"5045.00",5045.0000000000
1065000,1845000,라바64,"50040.00",50040.0000000000
1065000,1855000,라바65,"2856.00",2856.0000000000
1065000,1865000,라바66,"1053.00",1053.0000000000
1065000,1875000,라바67,"1364.00",1364.0000000000
1065000,1885000,라바68,"1701.00",1701.0000000000
1065000,1895000,라바69,"2335.00",2335.0000000000
1075000,1805000,라바70,"19821.00",19821.0000000000
1075000,1815000,라바71,"3671.00",3671.0000000000
1075000,1825000,라바72,"4421.00",4421.0000000000
1075000,1835000,라바73,"4236.00",4236.0000000000
1075000,1845000,라바74,"3931.00",3931.0000000000
1075000,1855000,라바75,"2292.00",2292.0000000000
1075000,1865000,라바76,"1496.00",1496.0000000000
1075000,1875000,라바77,"1616.00",1616.0000000000
1075000,1885000,라바78,"12092.00",12092.0000000000
1075000,1895000,라바79,"5662.00",5662.0000000000
1085000,1805000,라바80,"2956.00",2956.0000000000
1085000,1815000,라바81,"3720.00",3720.0000000000
1085000,1825000,라바82,"6291.00",6291.0000000000
1085000,1835000,라바83,"2924.00",2924.0000000000
1085000,1845000,라바84,"25814.00",25814.0000000000
1085000,1855000,라바85,"16008.00",16008.0000000000
1085000,1865000,라바86,"3051.00",3051.0000000000
1085000,1875000,라바87,"2050.00",2050.0000000000
1085000,1885000,라바88,"1105.00",1105.0000000000
1085000,1895000,라바89,"2591.00",2591.0000000000
1095000,1805000,라바90,"8023.00",8023.0000000000
1095000,1815000,라바91,"4567.00",4567.0000000000
1095000,1825000,라바92,"1435.00",1435.0000000000
1095000,1835000,라바93,"1486.00",1486.0000000000
1095000,1845000,라바94,"6544.00",6544.0000000000
1095000,1855000,라바95,"2844.00",2844.0000000000
1095000,1865000,라바96,"28607.00",28607.0000000000
1095000,1875000,라바97,"24409.00",24409.0000000000
1095000,1885000,라바98,"2393.00",2393.0000000000
1095000,1895000,라바99,"477.00",477.0000000000
1005000,1905000,라사00,"9449.00",9449.0000000000
1005000,1915000,라사01,"20831.00",20831.0000000000
1005000,1925000,라사02,"13870.00",13870.0000000000
1005000,1935000,라사03,"11638.00",11638.0000000000
1005000,1945000,라사04,"29103.00",29103.0000000000
1005000,1955000,라사05,"1817.00",1817.0000000000
1005000,1965000,라사06,"4080.00",4080.0000000000
1005000,1975000,라사07,"4335.00",4335.0000000000
1005000,1985000,라사08,"15218.00",15218.0000000000
1005000,1995000,라사09,"949.00",949.0000000000
1015000,1905000,라사10,"19516.00",19516.0000000000
1015000,1915000,라사11,"19283.00",19283.0000000000
1015000,1925000,라사12,"46451.00",46451.0000000000
1015000,1935000,라사13,"5319.00",5319.0000000000
1015000,1945000,라사14,"9285.00",9285.0000000000
1015000,1955000,라사15,"3405.00",3405.0000000000
1015000,1965000,라사16,"2218.00",2218.0000000000
1015000,1975000,라사17,"3965.00",3965.0000000000
1015000,1985000,라사18,"49152.00",49152.0000000000
1015000,1995000,라사19,"7288.00",7288.0000000000
1025000,1905000,라사20,"4035.00",4035.0000000000
1025000,1915000,라사21,"3180.00",3180.0000000000
1025000,1925000,라사22,"17661.00",17661.0000000000
1025000,1935000,라사23,"3112.00",3112.0000000000
1025000,1945000,라사24,"1900.00",1900.0000000000
1025000,1955000,라사25,"5203.00",5203.0000000000
1025000,1965000,라사26,"2021.00",2021.0000000000
1025000,1975000,라사27,"1638.00",1638.0000000000
1025000,1985000,라사28,"194267.00",194267.0000000000
1025000,1995000,라사29,"12020.00",12020.0000000000
1035000,1905000,라사30,"3245.00",3245.0000000000
1035000,1915000,라사31,"2283.00",2283.0000000000
1035000,1925000,라사32,"143841.00",143841.0000000000
1035000,1935000,라사33,"43612.00",43612.0000000000
1035000,1945000,라사34,"2158.00",2158.0000000000
1035000,1955000,라사35,"2292.00",2292.0000000000
1035000,1965000,라사36,"35179.00",35179.0000000000
1035000,1975000,라사37,"1876.00",1876.0000000000
1035000,1985000,라사38,"525.00",525.0000000000
1035000,1995000,라사39,"423.00",423.0000000000
1045000,1905000,라사40,"3207.00",3207.0000000000
1045000,1915000,라사41,"1331.00",1331.0000000000
1045000,1925000,라사42,"112327.00",112327.0000000000
1045000,1935000,라사43,"22853.00",22853.0000000000
1045000,1945000,라사44,"21837.00",21837.0000000000
1045000,1955000,라사45,"2084.00",2084.0000000000
1045000,1965000,라사46,"1616.00",1616.0000000000
1045000,1975000,라사47,"3170.00",3170.0000000000
1045000,1985000,라사48,"1695.00",1695.0000000000
1045000,1995000,라사49,"1490.00",1490.0000000000
1055000,1905000,라사50,"8760.00",8760.0000000000
1055000,1915000,라사51,"2634.00",2634.0000000000
1055000,1925000,라사52,"1393.00",1393.0000000000
1055000,1935000,라사53,"3316.00",3316.0000000000
1055000,1945000,라사54,"3671.00",3671.0000000000
1055000,1955000,라사55,"2299.00",2299.0000000000
1055000,1965000,라사56,"879.00",879.0000000000
1055000,1975000,라사57,"2063.00",2063.0000000000
1055000,1985000,라사58,"599.00",599.0000000000
1055000,1995000,라사59,"1919.00",1919.0000000000
1065000,1905000,라사60,"106279.00",106279.0000000000
1065000,1915000,라사61,"4746.00",4746.0000000000
1065000,1925000,라사62,"2235.00",2235.0000000000
1065000,1935000,라사63,"992.00",992.0000000000
1065000,1945000,라사64,"5053.00",5053.0000000000
1065000,1955000,라사65,"1121.00",1121.0000000000
1065000,1965000,라사66,"2450.00",2450.0000000000
1065000,1975000,라사67,"351.00",351.0000000000
1065000,1985000,라사68,"1123.00",1123.0000000000
1065000,1995000,라사69,"792.00",792.0000000000
1075000,1905000,라사70,"3621.00",3621.0000000000
1075000,1915000,라사71,"3206.00",3206.0000000000
1075000,1925000,라사72,"2830.00",2830.0000000000
1075000,1935000,라사73,"5858.00",5858.0000000000
1075000,1945000,라사74,"964.00",964.0000000000
1075000,1955000,라사75,"5184.00",5184.0000000000
1075000,1965000,라사76,"675.00",675.0000000000
1075000,1975000,라사77,"1603.00",1603.0000000000
1075000,1985000,라사78,"313.00",313.0000000000
1075000,1995000,라사79,"3474.00",3474.0000000000
1085000,1905000,라사80,"13867.00",13867.0000000000
1085000,1915000,라사81,"7459.00",7459.0000000000
1085000,1925000,라사82,"1719.00",1719.0000000000
1085000,1935000,라사83,"2131.00",2131.0000000000
1085000,1945000,라사84,"3779.00",3779.0000000000
1085000,1955000,라사85,"2440.00",2440.0000000000
1085000,1965000,라사86,"764.00",764.0000000000
1085000,1975000,라사87,"215.00",215.0000000000
1085000,1985000,라사88,"538.00",538.0000000000
1085000,1995000,라사89,"393.00",393.0000000000
1095000,1905000,라사90,"1333.00",1333.0000000000
1095000,1915000,라사91,"1189.00",1189.0000000000
1095000,1925000,라사92,"906.00",906.0000000000
1095000,1935000,라사93,"1084.00",1084.0000000000
1095000,1945000,라사94,"317.00",317.0000000000
1095000,1955000,라사95,"1633.00",1633.0000000000
1095000,1965000,라사96,"6697.00",6697.0000000000
1095000,1975000,라사97,"117.00",117.0000000000
1095000,1985000,라사98,"105.00",105.0000000000
1095000,1995000,라사99,"304.00",304.0000000000
1005000,2005000,라아00,"4621.00",4621.0000000000
1005000,2015000,라아01,"1136.00",1136.0000000000
1005000,2025000,라아02,"651.00",651.0000000000
1005000,2035000,라아03,"296.00",296.0000000000
1015000,2005000,라아10,"2364.00",2364.0000000000
1015000,2015000,라아11,"9808.00",9808.0000000000
1015000,2025000,라아12,"1203.00",1203.0000000000
1015000,2035000,라아13,,
1025000,2005000,라아20,"2474.00",2474.0000000000
1025000,2015000,라아21,"956.00",956.0000000000
1025000,2025000,라아22,"12.00",12.0000000000
1025000,2035000,라아23,,
1035000,2005000,라아30,"644.00",644.0000000000
1035000,2015000,라아31,"443.00",443.0000000000
1035000,2025000,라아32,"900.00",900.0000000000
1035000,2035000,라아33,,
1045000,2005000,라아40,"1880.00",1880.0000000000
1045000,2015000,라아41,"14222.00",14222.0000000000
1045000,2025000,라아42,"1679.00",1679.0000000000
1045000,2035000,라아43,,
1055000,2005000,라아50,"7948.00",7948.0000000000
1055000,2015000,라아51,"449.00",449.0000000000
1055000,2025000,라아52,"189.00",189.0000000000
1055000,2035000,라아53,"1087.00",1087.0000000000
1065000,2005000,라아60,"1527.00",1527.0000000000
1065000,2015000,라아61,"6670.00",6670.0000000000
1065000,2025000,라아62,"2098.00",2098.0000000000
1065000,2035000,라아63,"1.00",1.0000000000
1065000,2045000,라아64,,
1065000,2055000,라아65,,
1075000,2005000,라아70,"931.00",931.0000000000
1075000,2015000,라아71,"48.00",48.0000000000
1075000,2025000,라아72,"1171.00",1171.0000000000
1075000,2035000,라아73,"339.00",339.0000000000
1075000,2045000,라아74,"480.00",480.0000000000
1075000,2055000,라아75,"489.00",489.0000000000
1075000,2065000,라아76,"254.00",254.0000000000
1085000,2005000,라아80,"520.00",520.0000000000
1085000,2015000,라아81,"147.00",147.0000000000
1085000,2025000,라아82,"1156.00",1156.0000000000
1085000,2035000,라아83,"2710.00",2710.0000000000
1085000,2045000,라아84,"8146.00",8146.0000000000
1085000,2055000,라아85,"4185.00",4185.0000000000
1095000,2005000,라아90,"12878.00",12878.0000000000
1095000,2015000,라아91,"8792.00",8792.0000000000
1095000,2025000,라아92,"81425.00",81425.0000000000
1095000,2035000,라아93,"2979.00",2979.0000000000
1105000,1625000,마라02,,
1105000,1635000,마라03,"1061.00",1061.0000000000
1105000,1645000,마라04,"6524.00",6524.0000000000
1105000,1655000,마라05,"176368.00",176368.0000000000
1105000,1665000,마라06,"7688.00",7688.0000000000
1105000,1675000,마라07,"1571.00",1571.0000000000
1105000,1685000,마라08,"107565.00",107565.0000000000
1105000,1695000,마라09,"333281.00",333281.0000000000
1115000,1615000,마라11,,
1115000,1635000,마라13,,
1115000,1645000,마라14,"2116.00",2116.0000000000
1115000,1655000,마라15,"15488.00",15488.0000000000
1115000,1665000,마라16,"1286.00",1286.0000000000
1115000,1675000,마라17,"50631.00",50631.0000000000
1115000,1685000,마라18,"129592.00",129592.0000000000
1115000,1695000,마라19,"71988.00",71988.0000000000
1125000,1665000,마라26,"475.00",475.0000000000
1125000,1675000,마라27,"100655.00",100655.0000000000
1125000,1685000,마라28,"61387.00",61387.0000000000
1125000,1695000,마라29,"286614.00",286614.0000000000
1135000,1655000,마라35,,
1135000,1665000,마라36,,
1135000,1675000,마라37,"327473.00",327473.0000000000
1135000,1685000,마라38,"454642.00",454642.0000000000
1135000,1695000,마라39,"262633.00",262633.0000000000
1145000,1675000,마라47,"111342.00",111342.0000000000
1145000,1685000,마라48,"1054659.00",1054659.0000000000
1145000,1695000,마라49,"535337.00",535337.0000000000
1155000,1685000,마라58,"167212.00",167212.0000000000
1155000,1695000,마라59,"108146.00",108146.0000000000
1105000,1705000,마마00,"20440.00",20440.0000000000
1105000,1715000,마마01,"6720.00",6720.0000000000
1105000,1725000,마마02,"5562.00",5562.0000000000
1105000,1735000,마마03,"5789.00",5789.0000000000
1105000,1745000,마마04,"7567.00",7567.0000000000
1105000,1755000,마마05,"87163.00",87163.0000000000
1105000,1765000,마마06,"630173.00",630173.0000000000
1105000,1775000,마마07,"41814.00",41814.0000000000
1105000,1785000,마마08,"2691.00",2691.0000000000
1105000,1795000,마마09,"3830.00",3830.0000000000
1115000,1705000,마마10,"64106.00",64106.0000000000
1115000,1715000,마마11,"10608.00",10608.0000000000
1115000,1725000,마마12,"59497.00",59497.0000000000
1115000,1735000,마마13,"14658.00",14658.0000000000
1115000,1745000,마마14,"4915.00",4915.0000000000
1115000,1755000,마마15,"123771.00",123771.0000000000
1115000,1765000,마마16,"164040.00",164040.0000000000
1115000,1775000,마마17,"7204.00",7204.0000000000
1115000,1785000,마마18,"4554.00",4554.0000000000
1115000,1795000,마마19,"1735.00",1735.0000000000
1125000,1705000,마마20,"5864.00",5864.0000000000
1125000,1715000,마마21,"5035.00",5035.0000000000
1125000,1725000,마마22,"4183.00",4183.0000000000
1125000,1735000,마마23,"3283.00",3283.0000000000
1125000,1745000,마마24,"4687.00",4687.0000000000
1125000,1755000,마마25,"6095.00",6095.0000000000
1125000,1765000,마마26,"11445.00",11445.0000000000
1125000,1775000,마마27,"34323.00",34323.0000000000
1125000,1785000,마마28,"5868.00",5868.0000000000
1125000,1795000,마마29,"1937.00",1937.0000000000
1135000,1705000,마마30,"204488.00",204488.0000000000
1135000,1715000,마마31,"4206.00",4206.0000000000
1135000,1725000,마마32,"1117.00",1117.0000000000
1135000,1735000,마마33,"1372.00",1372.0000000000
1135000,1745000,마마34,"1011.00",1011.0000000000
1135000,1755000,마마35,"1951.00",1951.0000000000
1135000,1765000,마마36,"4928.00",4928.0000000000
1135000,1775000,마마37,"35168.00",35168.0000000000
1135000,1785000,마마38,"4041.00",4041.0000000000
1135000,1795000,마마39,"1236.00",1236.0000000000
1145000,1705000,마마40,"32736.00",32736.0000000000
1145000,1715000,마마41,"41816.00",41816.0000000000
1145000,1725000,마마42,"20542.00",20542.0000000000
1145000,1735000,마마43,"39947.00",39947.0000000000
1145000,1745000,마마44,"2385.00",2385.0000000000
1145000,1755000,마마45,"3114.00",3114.0000000000
1145000,1765000,마마46,"9990.00",9990.0000000000
1145000,1775000,마마47,"2484.00",2484.0000000000
1145000,1785000,마마48,"1600.00",1600.0000000000
1145000,1795000,마마49,"2157.00",2157.0000000000
1155000,1705000,마마50,"89986.00",89986.0000000000
1155000,1715000,마마51,"60729.00",60729.0000000000
1155000,1725000,마마52,"54850.00",54850.0000000000
1155000,1735000,마마53,"70677.00",70677.0000000000
1155000,1745000,마마54,"4780.00",4780.0000000000
1155000,1755000,마마55,"9028.00",9028.0000000000
1155000,1765000,마마56,"140191.00",140191.0000000000
1155000,1775000,마마57,"23798.00",23798.0000000000
1155000,1785000,마마58,"6404.00",6404.0000000000
1155000,1795000,마마59,"3492.00",3492.0000000000
1165000,1705000,마마60,"10288.00",10288.0000000000
1165000,1715000,마마61,"51104.00",51104.0000000000
1165000,1725000,마마62,"292803.00",292803.0000000000
1165000,1735000,마마63,"338134.00",338134.0000000000
1165000,1745000,마마64,"55684.00",55684.0000000000
1165000,1755000,마마65,"13140.00",13140.0000000000
1165000,1765000,마마66,"2474.00",2474.0000000000
1165000,1775000,마마67,"25427.00",25427.0000000000
1165000,1785000,마마68,"294339.00",294339.0000000000
1165000,1795000,마마69,"28822.00",28822.0000000000
1175000,1715000,마마71,,
1175000,1725000,마마72,"169062.00",169062.0000000000
1175000,1735000,마마73,"19287.00",19287.0000000000
1175000,1745000,마마74,"6590.00",6590.0000000000
1175000,1755000,마마75,"4906.00",4906.0000000000
1175000,1765000,마마76,"1444.00",1444.0000000000
1175000,1775000,마마77,"72903.00",72903.0000000000
1175000,1785000,마마78,"44268.00",44268.0000000000
1175000,1795000,마마79,"1768.00",1768.0000000000
1185000,1755000,마마85,"3554.00",3554.0000000000
1185000,1765000,마마86,"2174.00",2174.0000000000
1185000,1775000,마마87,"6736.00",6736.0000000000
1185000,1785000,마마88,"3059.00",3059.0000000000
1185000,1795000,마마89,,
1105000,1805000,마바00,"5153.00",5153.0000000000
1105000,1815000,마바01,"14174.00",14174.0000000000
1105000,1825000,마바02,"2825.00",2825.0000000000
1105000,1835000,마바03,"6033.00",6033.0000000000
1105000,1845000,마바04,"75816.00",75816.0000000000
1105000,1855000,마바05,"3256.00",3256.0000000000
1105000,1865000,마바06,"22632.00",22632.0000000000
1105000,1875000,마바07,"17811.00",17811.0000000000
1105000,1885000,마바08,"4128.00",4128.0000000000
1105000,1895000,마바09,"430.00",430.0000000000
1115000,1805000,마바10,"2457.00",2457.0000000000
1115000,1815000,마바11,"2190.00",2190.0000000000
1115000,1825000,마바12,"2366.00",2366.0000000000
1115000,1835000,마바13,"11415.00",11415.0000000000
1115000,1845000,마바14,"31880.00",31880.0000000000
1115000,1855000,마바15,"2550.00",2550.0000000000
1115000,1865000,마바16,"1967.00",1967.0000000000
1115000,1875000,마바17,"7703.00",7703.0000000000
1115000,1885000,마바18,"2582.00",2582.0000000000
1115000,1895000,마바19,"744.00",744.0000000000
1125000,1805000,마바20,"2268.00",2268.0000000000
1125000,1815000,마바21,"976.00",976.0000000000
1125000,1825000,마바22,"1682.00",1682.0000000000
1125000,1835000,마바23,"1958.00",1958.0000000000
1125000,1845000,마바24,"1022.00",1022.0000000000
1125000,1855000,마바25,"1422.00",1422.0000000000
1125000,1865000,마바26,"922.00",922.0000000000
1125000,1875000,마바27,"2268.00",2268.0000000000
1125000,1885000,마바28,"4066.00",4066.0000000000
1125000,1895000,마바29,"121.00",121.0000000000
1135000,1805000,마바30,"1509.00",1509.0000000000
1135000,1815000,마바31,"3109.00",3109.0000000000
1135000,1825000,마바32,"4344.00",4344.0000000000
1135000,1835000,마바33,"5560.00",5560.0000000000
1135000,1845000,마바34,"1566.00",1566.0000000000
1135000,1855000,마바35,"958.00",958.0000000000
1135000,1865000,마바36,"1355.00",1355.0000000000
1135000,1875000,마바37,"972.00",972.0000000000
1135000,1885000,마바38,"1340.00",1340.0000000000
1135000,1895000,마바39,"1866.00",1866.0000000000
1145000,1805000,마바40,"880.00",880.0000000000
1145000,1815000,마바41,"2426.00",2426.0000000000
1145000,1825000,마바42,"2349.00",2349.0000000000
1145000,1835000,마바43,"1818.00",1818.0000000000
1145000,1845000,마바44,"2852.00",2852.0000000000
1145000,1855000,마바45,"7313.00",7313.0000000000
1145000,1865000,마바46,"1012.00",1012.0000000000
1145000,1875000,마바47,"261.00",261.0000000000
1145000,1885000,마바48,"493.00",493.0000000000
1145000,1895000,마바49,"139.00",139.0000000000
1155000,1805000,마바50,"625.00",625.0000000000
1155000,1815000,마바51,"843.00",843.0000000000
1155000,1825000,마바52,"838.00",838.0000000000
1155000,1835000,마바53,"962.00",962.0000000000
1155000,1845000,마바54,"571.00",571.0000000000
1155000,1855000,마바55,"491.00",491.0000000000
1155000,1865000,마바56,"1027.00",1027.0000000000
1155000,1875000,마바57,"360.00",360.0000000000
1155000,1885000,마바58,"561.00",561.0000000000
1155000,1895000,마바59,"334.00",334.0000000000
1165000,1805000,마바60,"6067.00",6067.0000000000
1165000,1815000,마바61,"6142.00",6142.0000000000
1165000,1825000,마바62,"11381.00",11381.0000000000
1165000,1835000,마바63,"1362.00",1362.0000000000
1165000,1845000,마바64,"1965.00",1965.0000000000
1165000,1855000,마바65,"1340.00",1340.0000000000
1165000,1865000,마바66,"574.00",574.0000000000
1165000,1875000,마바67,"820.00",820.0000000000
1165000,1885000,마바68,"8501.00",8501.0000000000
1165000,1895000,마바69,"9368.00",9368.0000000000
1175000,1805000,마바70,"4.00",4.0000000000
1175000,1825000,마바72,"1680.00",1680.0000000000
1175000,1835000,마바73,"6814.00",6814.0000000000
1175000,1845000,마바74,"2219.00",2219.0000000000
1175000,1855000,마바75,"8088.00",8088.0000000000
1175000,1865000,마바76,"3553.00",3553.0000000000
1175000,1875000,마바77,"997.00",997.0000000000
1175000,1885000,마바78,"944.00",944.0000000000
1175000,1895000,마바79,"5498.00",5498.0000000000
1105000,1905000,마사00,"1238.00",1238.0000000000
1105000,1915000,마사01,"3583.00",3583.0000000000
1105000,1925000,마사02,"879.00",879.0000000000
1105000,1935000,마사03,"10184.00",10184.0000000000
1105000,1945000,마사04,"1806.00",1806.0000000000
1105000,1955000,마사05,"277.00",277.0000000000
1105000,1965000,마사06,"5243.00",5243.0000000000
1105000,1975000,마사07,"19.00",19.0000000000
1105000,1985000,마사08,"1007.00",1007.0000000000
1105000,1995000,마사09,"1334.00",1334.0000000000
1115000,1905000,마사10,"993.00",993.0000000000
1115000,1915000,마사11,"7267.00",7267.0000000000
1115000,1925000,마사12,"1279.00",1279.0000000000
1115000,1935000,마사13,"584.00",584.0000000000
1115000,1945000,마사14,"2234.00",2234.0000000000
1115000,1955000,마사15,"437.00",437.0000000000
1115000,1965000,마사16,"1911.00",1911.0000000000
1115000,1975000,마사17,"4194.00",4194.0000000000
1115000,1985000,마사18,"21422.00",21422.0000000000
1115000,1995000,마사19,"3510.00",3510.0000000000
1125000,1905000,마사20,"843.00",843.0000000000
1125000,1915000,마사21,"4098.00",4098.0000000000
1125000,1925000,마사22,"818.00",818.0000000000
1125000,1935000,마사23,"578.00",578.0000000000
1125000,1945000,마사24,"916.00",916.0000000000
1125000,1955000,마사25,"294.00",294.0000000000
1125000,1965000,마사26,"3933.00",3933.0000000000
1125000,1975000,마사27,"163874.00",163874.0000000000
1125000,1985000,마사28,"1255.00",1255.0000000000
1135000,1905000,마사30,"34123.00",34123.0000000000
1135000,1915000,마사31,"12138.00",12138.0000000000
1135000,1925000,마사32,"1084.00",1084.0000000000
1135000,1935000,마사33,"779.00",779.0000000000
1135000,1945000,마사34,"2749.00",2749.0000000000
1135000,1955000,마사35,"3511.00",3511.0000000000
1135000,1965000,마사36,"1892.00",1892.0000000000
1135000,1975000,마사37,"664.00",664.0000000000
1145000,1905000,마사40,"378.00",378.0000000000
1145000,1915000,마사41,"575.00",575.0000000000
1145000,1925000,마사42,"755.00",755.0000000000
1145000,1935000,마사43,"23082.00",23082.0000000000
1145000,1945000,마사44,"82963.00",82963.0000000000
1145000,1955000,마사45,"15164.00",15164.0000000000
1155000,1905000,마사50,"776.00",776.0000000000
1155000,1915000,마사51,"222.00",222.0000000000
1155000,1925000,마사52,"1903.00",1903.0000000000
1155000,1935000,마사53,"2369.00",2369.0000000000
1165000,1905000,마사60,"6781.00",6781.0000000000
1165000,1915000,마사61,"2880.00",2880.0000000000
1165000,1925000,마사62,"785.00",785.0000000000
1105000,2005000,마아00,"3145.00",3145.0000000000
1105000,2015000,마아01,"357.00",357.0000000000
1295000,1945000,바사94,"1472.00",1472.0000000000
1295000,1955000,바사95,"1454.00",1454.0000000000
1305000,1945000,사사04,"5520.00",5520.0000000000
1305000,1955000,사사05,"258.00",258.0000000000
1385000,1925000,사사82,"7.00",7.0000000000
